song_id,genre
Metro-Boomin/No-More,English
Metro-Boomin/No-More,Trap
Metro-Boomin/No-More,Hip Hop
Metro-Boomin/No-More,Southern Hip Hop
Metro-Boomin/No-More,Pop Rap
Metro-Boomin/No-More,Rap
Metro-Boomin/No-More,Gangsta Rap
Metro-Boomin/No-More,Mumble Rap
Michael-Jackson/Ain%27t-No-Sunshine,Dance-Pop
Michael-Jackson/Ain%27t-No-Sunshine,Boogie
Michael-Jackson/Ain%27t-No-Sunshine,Contemporary R&B
Michael-Jackson/Ain%27t-No-Sunshine,American
"Tyler,-the-Creator/THAT-GUY",Hip Hop
"Tyler,-the-Creator/THAT-GUY",Horrorcore
"Tyler,-the-Creator/THAT-GUY",Hardcore Hip Hop
B.T.-Express/If-It-Don%27t-Turn-You-on-(You-Oughta-Leave-It-Alone),Funk
Cocoa-Tea/Easy-Nuh,Dancehall
Cocoa-Tea/Easy-Nuh,Reggae
Sexyy-Red/U-My-Everything,Trap
Sexyy-Red/U-My-Everything,Hardcore Hip Hop
Sexyy-Red/U-My-Everything,Hip Hop
Sexyy-Red/U-My-Everything,Contemporary R&B
Sexyy-Red/U-My-Everything,Alternative R&B
DJ-Earworm/Summermash-%2724,Awesomename
DJ-Earworm/Summermash-%2724,Dance-Pop
DJ-Earworm/Summermash-%2724,Electropop
DJ-Earworm/Summermash-%2724,Awesome Name
Yuno-Miles/Drake-BBL-Freestyle,Comedy Hip Hop
DJ-Earworm/United-State-of-Pop-2024-(Blame-It-on-the-Whiskey),Mashup
Kanye-West/Keep-the-Receipt,Hip Hop
Kanye-West/Keep-the-Receipt,East Coast Hip Hop
Kanye-West/Keep-the-Receipt,Hip-Hop
Kanye-West/Keep-the-Receipt,Rap
Kanye-West/Keep-the-Receipt,Conscious Hip Hop
Kanye-West/Keep-the-Receipt,Electropop
Kanye-West/Keep-the-Receipt,Chipmunk Soul
Kanye-West/Keep-the-Receipt,Christian Hip Hop
The-24-Carat-Black/Poverty%27s-Paradise,Funk
The-24-Carat-Black/Poverty%27s-Paradise,Soul
The-24-Carat-Black/Poverty%27s-Paradise,R&B
The-Notorious-B.I.G./Warning,Death By Murder
The-Notorious-B.I.G./Warning,Boom Bap
En-Vogue/Hold-On,New Jack Swing
En-Vogue/Hold-On,Funk Rock
En-Vogue/Hold-On,Contemporary R&B
En-Vogue/Hold-On,East Coast Hip Hop
DJ-Quik/Thinkin%27-Bout-U,Gangsta Rap
DJ-Quik/Thinkin%27-Bout-U,Hip Hop
DJ-Quik/Thinkin%27-Bout-U,West Coast Hip Hop
Mustard/A-Song-for-Mom,English
Mustard/A-Song-for-Mom,Trap
Mustard/A-Song-for-Mom,Neo Soul
Mustard/A-Song-for-Mom,Rnb
Mustard/A-Song-for-Mom,Hip Hop
Mustard/A-Song-for-Mom,Contemporary R&B
Mustard/A-Song-for-Mom,R&B
Mustard/A-Song-for-Mom,Alternative R&B
Mustard/A-Song-for-Mom,Ratchet Music
Mustard/A-Song-for-Mom,Soul
Mustard/A-Song-for-Mom,Jazz
Curtis-Mayfield/Kung-Fu,Funk
Curtis-Mayfield/Kung-Fu,American
Curtis-Mayfield/Kung-Fu,Chicago Soul
Curtis-Mayfield/Kung-Fu,Crooners
Drake/Taylor-Made-Freestyle,Hip Hop
Saigon/If...(My-Mommy),Hip Hop
Trippie-Redd/Pray-4-Us,Hip Hop
Trippie-Redd/Pray-4-Us,Emo Rap
Trippie-Redd/Pray-4-Us,Rage
Do-or-Die/Higher,Hip Hop
Do-or-Die/Higher,Thug Rap
Do-or-Die/Higher,Midwestern Hip Hop
Do-or-Die/Higher,Hip-Hop
Do-or-Die/Higher,Soul
Do-or-Die/Higher,Gangsta Rap
James-Brown/Don%27t-Tell-a-Lie-About-Me-and-I-Won%27t-Tell-the-Truth-on-You,Blues
James-Brown/Don%27t-Tell-a-Lie-About-Me-and-I-Won%27t-Tell-the-Truth-on-You,Christmas Music
